[Current] DELIVERY - Takes(s): 9.2, Count: 22, TPM: 142.8, Sum(ms): 7244.9, Avg(ms): 328.5, 50th(ms): 268.4, 90th(ms): 469.8, 95th(ms): 503.3, 99th(ms): 738.2, 99.9th(ms): 738.2, Max(ms): 738.2
[Current] NEW_ORDER - Takes(s): 9.9, Count: 189, TPM: 1148.8, Sum(ms): 17340.9, Avg(ms): 91.7, 50th(ms): 75.5, 90th(ms): 159.4, 95th(ms): 192.9, 99th(ms): 436.2, 99.9th(ms): 436.2, Max(ms): 436.2
[Current] ORDER_STATUS - Takes(s): 9.2, Count: 14, TPM: 91.6, Sum(ms): 53.2, Avg(ms): 3.8, 50th(ms): 3.7, 90th(ms): 5.8, 95th(ms): 5.8, 99th(ms): 6.3, 99.9th(ms): 6.3, Max(ms): 6.3
[Current] PAYMENT - Takes(s): 9.9, Count: 169, TPM: 1020.5, Sum(ms): 14757.6, Avg(ms): 87.2, 50th(ms): 71.3, 90th(ms): 134.2, 95th(ms): 184.5, 99th(ms): 352.3, 99.9th(ms): 604.0, Max(ms): 604.0
[Current] STOCK_LEVEL - Takes(s): 9.8, Count: 10, TPM: 61.1, Sum(ms): 115.3, Avg(ms): 11.5, 50th(ms): 8.4, 90th(ms): 14.2, 95th(ms): 26.2, 99th(ms): 26.2, 99.9th(ms): 26.2, Max(ms): 26.2
[Current] DELIVERY - Takes(s): 9.4, Count: 16, TPM: 102.1, Sum(ms): 5019.3, Avg(ms): 313.0, 50th(ms): 260.0, 90th(ms): 436.2, 95th(ms): 486.5, 99th(ms): 738.2, 99.9th(ms): 738.2, Max(ms): 738.2
[Current] NEW_ORDER - Takes(s): 9.8, Count: 195, TPM: 1189.7, Sum(ms): 17218.9, Avg(ms): 88.4, 50th(ms): 75.5, 90th(ms): 142.6, 95th(ms): 234.9, 99th(ms): 285.2, 99.9th(ms): 503.3, Max(ms): 503.3
[Current] ORDER_STATUS - Takes(s): 9.9, Count: 17, TPM: 102.6, Sum(ms): 50.7, Avg(ms): 3.0, 50th(ms): 3.1, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 4.7, 99.9th(ms): 4.7, Max(ms): 4.7
[Current] PAYMENT - Takes(s): 9.9, Count: 216, TPM: 1303.2, Sum(ms): 17900.1, Avg(ms): 82.9, 50th(ms): 75.5, 90th(ms): 100.7, 95th(ms): 167.8, 99th(ms): 243.3, 99.9th(ms): 385.9, Max(ms): 385.9
[Current] STOCK_LEVEL - Takes(s): 8.6, Count: 17, TPM: 119.2, Sum(ms): 102.4, Avg(ms): 6.0, 50th(ms): 6.3, 90th(ms): 7.3, 95th(ms): 7.3, 99th(ms): 7.9, 99.9th(ms): 7.9, Max(ms): 7.9
[Current] DELIVERY - Takes(s): 6.3, Count: 8, TPM: 76.7, Sum(ms): 2206.2, Avg(ms): 276.3, 50th(ms): 268.4, 90th(ms): 302.0, 95th(ms): 369.1, 99th(ms): 369.1, 99.9th(ms): 369.1, Max(ms): 369.1
[Current] NEW_ORDER - Takes(s): 10.0, Count: 211, TPM: 1271.4, Sum(ms): 18967.1, Avg(ms): 89.4, 50th(ms): 75.5, 90th(ms): 104.9, 95th(ms): 167.8, 99th(ms): 486.5, 99.9th(ms): 486.5, Max(ms): 486.5
[Current] ORDER_STATUS - Takes(s): 9.6, Count: 21, TPM: 131.2, Sum(ms): 66.2, Avg(ms): 3.2, 50th(ms): 3.1, 90th(ms): 5.2, 95th(ms): 5.2, 99th(ms): 5.2, 99.9th(ms): 5.2, Max(ms): 5.2
[Current] PAYMENT - Takes(s): 10.0, Count: 197, TPM: 1187.0, Sum(ms): 16976.3, Avg(ms): 86.2, 50th(ms): 71.3, 90th(ms): 104.9, 95th(ms): 201.3, 99th(ms): 318.8, 99.9th(ms): 469.8, Max(ms): 469.8
[Current] STOCK_LEVEL - Takes(s): 9.6, Count: 14, TPM: 87.8, Sum(ms): 76.0, Avg(ms): 5.4, 50th(ms): 5.2, 90th(ms): 8.4, 95th(ms): 8.4, 99th(ms): 8.4, 99.9th(ms): 8.4, Max(ms): 8.4
[Current] DELIVERY - Takes(s): 9.6, Count: 13, TPM: 81.6, Sum(ms): 5687.8, Avg(ms): 439.1, 50th(ms): 419.4, 90th(ms): 704.6, 95th(ms): 704.6, 99th(ms): 1040.2, 99.9th(ms): 1040.2, Max(ms): 1040.2
[Current] NEW_ORDER - Takes(s): 9.6, Count: 210, TPM: 1315.8, Sum(ms): 21334.9, Avg(ms): 101.8, 50th(ms): 75.5, 90th(ms): 192.9, 95th(ms): 268.4, 99th(ms): 419.4, 99.9th(ms): 838.9, Max(ms): 838.9
[Current] ORDER_STATUS - Takes(s): 9.2, Count: 21, TPM: 136.7, Sum(ms): 65.8, Avg(ms): 3.1, 50th(ms): 3.1, 90th(ms): 5.2, 95th(ms): 5.2, 99th(ms): 5.2, 99.9th(ms): 5.2, Max(ms): 5.2
[Current] PAYMENT - Takes(s): 9.8, Count: 167, TPM: 1021.6, Sum(ms): 14265.2, Avg(ms): 85.3, 50th(ms): 71.3, 90th(ms): 92.3, 95th(ms): 192.9, 99th(ms): 318.8, 99.9th(ms): 604.0, Max(ms): 604.0
[Current] STOCK_LEVEL - Takes(s): 9.4, Count: 25, TPM: 159.1, Sum(ms): 213.9, Avg(ms): 8.6, 50th(ms): 5.2, 90th(ms): 8.4, 95th(ms): 8.9, 99th(ms): 92.3, 99.9th(ms): 92.3, Max(ms): 92.3
[Current] DELIVERY - Takes(s): 9.0, Count: 18, TPM: 120.4, Sum(ms): 5462.9, Avg(ms): 303.2, 50th(ms): 260.0, 90th(ms): 436.2, 95th(ms): 536.9, 99th(ms): 536.9, 99.9th(ms): 536.9, Max(ms): 536.9
[Current] NEW_ORDER - Takes(s): 10.0, Count: 208, TPM: 1251.3, Sum(ms): 18781.4, Avg(ms): 90.2, 50th(ms): 79.7, 90th(ms): 109.1, 95th(ms): 192.9, 99th(ms): 369.1, 99.9th(ms): 419.4, Max(ms): 419.4
[Current] ORDER_STATUS - Takes(s): 10.0, Count: 23, TPM: 138.1, Sum(ms): 74.1, Avg(ms): 3.2, 50th(ms): 3.1, 90th(ms): 4.2, 95th(ms): 5.2, 99th(ms): 8.9, 99.9th(ms): 8.9, Max(ms): 8.9
[Current] PAYMENT - Takes(s): 10.0, Count: 168, TPM: 1008.2, Sum(ms): 15232.8, Avg(ms): 90.7, 50th(ms): 75.5, 90th(ms): 113.2, 95th(ms): 285.2, 99th(ms): 352.3, 99.9th(ms): 419.4, Max(ms): 419.4
[Current] STOCK_LEVEL - Takes(s): 9.8, Count: 13, TPM: 79.6, Sum(ms): 91.5, Avg(ms): 7.1, 50th(ms): 5.2, 90th(ms): 5.8, 95th(ms): 5.8, 99th(ms): 32.5, 99.9th(ms): 32.5, Max(ms): 32.5
[Current] DELIVERY - Takes(s): 9.9, Count: 20, TPM: 121.1, Sum(ms): 6447.5, Avg(ms): 323.2, 50th(ms): 260.0, 90th(ms): 469.8, 95th(ms): 536.9, 99th(ms): 570.4, 99.9th(ms): 570.4, Max(ms): 570.4
[Current] NEW_ORDER - Takes(s): 9.9, Count: 196, TPM: 1182.2, Sum(ms): 15574.3, Avg(ms): 79.5, 50th(ms): 75.5, 90th(ms): 92.3, 95th(ms): 151.0, 99th(ms): 218.1, 99.9th(ms): 243.3, Max(ms): 243.3
[Current] ORDER_STATUS - Takes(s): 9.9, Count: 18, TPM: 108.7, Sum(ms): 53.3, Avg(ms): 3.0, 50th(ms): 3.1, 90th(ms): 3.7, 95th(ms): 4.2, 99th(ms): 5.8, 99.9th(ms): 5.8, Max(ms): 5.8
[Current] PAYMENT - Takes(s): 10.0, Count: 210, TPM: 1260.2, Sum(ms): 17510.8, Avg(ms): 83.4, 50th(ms): 71.3, 90th(ms): 109.1, 95th(ms): 184.5, 99th(ms): 302.0, 99.9th(ms): 335.5, Max(ms): 335.5
[Current] STOCK_LEVEL - Takes(s): 9.2, Count: 18, TPM: 117.8, Sum(ms): 93.1, Avg(ms): 5.2, 50th(ms): 5.2, 90th(ms): 5.8, 95th(ms): 6.3, 99th(ms): 6.3, 99.9th(ms): 6.3, Max(ms): 6.3
[Current] DELIVERY - Takes(s): 9.9, Count: 11, TPM: 66.5, Sum(ms): 4047.1, Avg(ms): 371.4, 50th(ms): 268.4, 90th(ms): 738.2, 95th(ms): 738.2, 99th(ms): 738.2, 99.9th(ms): 738.2, Max(ms): 738.2
[Current] NEW_ORDER - Takes(s): 10.0, Count: 200, TPM: 1203.4, Sum(ms): 17743.1, Avg(ms): 88.6, 50th(ms): 75.5, 90th(ms): 100.7, 95th(ms): 243.3, 99th(ms): 352.3, 99.9th(ms): 369.1, Max(ms): 369.1
[Current] ORDER_STATUS - Takes(s): 9.8, Count: 21, TPM: 128.5, Sum(ms): 68.2, Avg(ms): 3.3, 50th(ms): 3.1, 90th(ms): 5.2, 95th(ms): 5.2, 99th(ms): 5.8, 99.9th(ms): 5.8, Max(ms): 5.8
[Current] PAYMENT - Takes(s): 10.0, Count: 216, TPM: 1299.6, Sum(ms): 18638.0, Avg(ms): 86.1, 50th(ms): 75.5, 90th(ms): 104.9, 95th(ms): 218.1, 99th(ms): 302.0, 99.9th(ms): 385.9, Max(ms): 385.9
[Current] STOCK_LEVEL - Takes(s): 9.6, Count: 16, TPM: 99.7, Sum(ms): 80.4, Avg(ms): 5.0, 50th(ms): 5.2, 90th(ms): 5.8, 95th(ms): 5.8, 99th(ms): 6.3, 99.9th(ms): 6.3, Max(ms): 6.3
[Current] DELIVERY - Takes(s): 9.2, Count: 18, TPM: 117.0, Sum(ms): 6609.1, Avg(ms): 368.4, 50th(ms): 268.4, 90th(ms): 637.5, 95th(ms): 771.8, 99th(ms): 906.0, 99.9th(ms): 906.0, Max(ms): 906.0
[Current] NEW_ORDER - Takes(s): 10.0, Count: 172, TPM: 1034.9, Sum(ms): 17903.7, Avg(ms): 104.0, 50th(ms): 75.5, 90th(ms): 209.7, 95th(ms): 268.4, 99th(ms): 335.5, 99.9th(ms): 671.1, Max(ms): 671.1
[Current] ORDER_STATUS - Takes(s): 8.8, Count: 14, TPM: 95.8, Sum(ms): 44.0, Avg(ms): 3.1, 50th(ms): 3.1, 90th(ms): 3.7, 95th(ms): 3.7, 99th(ms): 5.2, 99.9th(ms): 5.2, Max(ms): 5.2
[Current] PAYMENT - Takes(s): 10.0, Count: 172, TPM: 1034.4, Sum(ms): 15301.5, Avg(ms): 88.9, 50th(ms): 75.5, 90th(ms): 151.0, 95th(ms): 201.3, 99th(ms): 268.4, 99.9th(ms): 486.5, Max(ms): 486.5
[Current] STOCK_LEVEL - Takes(s): 7.4, Count: 15, TPM: 120.9, Sum(ms): 76.1, Avg(ms): 5.1, 50th(ms): 5.8, 90th(ms): 5.8, 95th(ms): 5.8, 99th(ms): 6.3, 99.9th(ms): 6.3, Max(ms): 6.3
[Current] DELIVERY - Takes(s): 9.8, Count: 15, TPM: 91.6, Sum(ms): 5134.8, Avg(ms): 342.8, 50th(ms): 285.2, 90th(ms): 520.1, 95th(ms): 520.1, 99th(ms): 771.8, 99.9th(ms): 771.8, Max(ms): 771.8
[Current] NEW_ORDER - Takes(s): 10.0, Count: 225, TPM: 1350.8, Sum(ms): 19717.7, Avg(ms): 87.8, 50th(ms): 75.5, 90th(ms): 100.7, 95th(ms): 176.2, 99th(ms): 318.8, 99.9th(ms): 536.9, Max(ms): 536.9
[Current] ORDER_STATUS - Takes(s): 9.7, Count: 14, TPM: 86.3, Sum(ms): 38.0, Avg(ms): 2.7, 50th(ms): 2.6, 90th(ms): 3.7, 95th(ms): 3.7, 99th(ms): 4.2, 99.9th(ms): 4.2, Max(ms): 4.2
